row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain
3952,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['i', 'dont', 'know']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3953,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'contain', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3954,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['becaus', 'the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'with', 'no', 'other', 'compon']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3955,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'contain', 'in', 'the', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3956,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3957,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'contain', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3958,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['and', 'the', 'batteri']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3959,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'not', 'connect', 'to', 'the', 'bulb']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3960,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['circuit', '5', 'onli', 'has', 'one', 'termin', 'to', 'the', 'batteri']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3961,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['circuit', '5', 'onli', 'has', '1', 'termin']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3962,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'onli', 'has', 'one', 'termin', 'connect']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3963,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'with', 'no', 'compon']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3964,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['a', 'close', 'path', 'and', 'bulb', 'connect', 'to', 'one', 'termin']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3965,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['no', 'componen']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3966,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'has', 'no', 'connect', 'pathway']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3967,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,['bulb'],"['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3968,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['close', 'path', 'and', 'batteri']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3969,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'contain', 'in', 'the', 'circuit', 'and', 'the', 'light', 'bulb', 'is', 'not']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3970,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'connect', 'on', 'both', 'end']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3971,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'contain', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3972,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3973,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['both', 'batteri', 'termin', 'connect', 'to', 'just', 'one', 'bulb', 'termin']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3974,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['bulb', 'is', 'contain', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3975,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['bulb', 'are', 'contain', 'in', 'an', 'open', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3976,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'on', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3977,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batter', 'is', 'on', 'a', 'close', 'path', 'without', 'ani', 'other', 'compon', 'on', 'that', 'same', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3978,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['batteri', 'is', 'contain', 'on', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3979,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'but', 'connect', 'with', 'noth', 'els']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3980,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'bath']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3981,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'conatin', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3982,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'by', 'itself']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3983,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'that', 'doe', 'not', 'contain', 'ani', 'other', 'compon']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3984,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['circuit', '5', 'is', 'a', 'close', 'path', 'becaus', 'the', 'bulb', 'is', 'not', 'connect']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3985,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'connect', 'to', 'the', 'batteri']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3986,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['path', '5', 'is', 'a', 'short', 'circuit']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3987,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'with', 'itself']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3988,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'but', 'there', 'are', 'no', 'other', 'compon', 'involv']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3989,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'with', 'no', 'other', 'compon']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3990,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['close', 'path', 'without', 'bulb']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3991,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,['2'],"['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3992,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['batteri', 'is', 'connect', 'to', 'itself', 'with', 'no', 'bulb']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3993,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['batteri', 'is', 'contain', 'in', 'bulb']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3994,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['becaus', 'the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'with', 'noth', 'els', 'connect', 'to', 'it']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3995,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'alon', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3996,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'not', 'connect', 'to', 'anyth', 'els']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3997,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batter', 'is', 'in', 'a', 'close', 'path', 'without', 'ani', 'other', 'compon']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
3998,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['it', 'is', 'not', 'a', 'short', 'circuit']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
3999,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'onli', 'connect', 'to', 'one', 'side', 'of', 'the', 'bulb']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4000,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['i', 'dont', 'know']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4001,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'connect', 'to', 'itself', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4002,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'there', 'are', 'no', 'other', 'compon', 'in', 'the', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
4003,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'circuit', 'and', 'there', 'is', 'noth', 'in', 'it', 'pathway']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4004,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['becuas', 'it', 'is', 'in', 'a', 'close', 'circuit', 'with', 'itself', 'and', 'the', 'bulb', 'is', 'not', 'i', 'the', 'close', 'circuit']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4005,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'onli', 'connect', 'to', 'one', 'side', 'of', 'the', 'bulb', 'and', 'the', 'blub', 'is', 'not', 'contain', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4006,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'circuit']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4007,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['becaus', 'the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'and', 'the', 'bulb', 'is', 'outsid', 'of', 'the', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
4008,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['there', 'is', 'a', 'close', 'path', 'with', 'no', 'lightbulb', 'in', 'the', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4009,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'compon', 'is', 'not', 'enclos', 'within', 'the', 'path', 'and', 'the', 'batteri', 'is']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4010,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['circuit', '5', 'is', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4011,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'bulb', 'is', 'not', 'fulli', 'in', 'the', 'path', 'of', 'the', 'circuit']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4012,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['becaus', 'the', 'bulb', 'doe', 'not', 'have', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4013,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'the', 'onli', 'compon', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
4014,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'and', 'the', 'bulb', 'is', 'not']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
4015,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'alon', 'is', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
4016,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'in', 'circuit', '5', 'is', 'contain', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4017,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['becaus', 'the', 'batteri', 'is', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4018,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'in', 'a', 'close', 'path', 'not', 'connect', 'to', 'the', 'light', 'bulb']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4019,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'light', 'bulb', 'is', 'not', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4020,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['anoth', 'compon', 'is', 'involv', 'in', 'the', 'close', 'path', 'contain', 'the', 'batteri']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4021,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['in', 'circuit', '5', 'the', 'batteri', 'is', 'in', 'a', 'close', 'path']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",0,1,
4022,"['explain', 'whi', 'circuit', '5', 'is', 'a', 'short', 'circuit']",99,"['the', 'batteri', 'is', 'contai', 'in', 'a', 'close', 'path', 'without', 'anoth', 'compon']","['the', 'batteri', 'is', 'contain', 'in', 'a', 'close', 'path', 'which', 'doe', 'not', 'contain', 'ani', 'other', 'compon']",1,1,
4023,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['a', 'damag', 'bulb', 'caus', 'a', 'gap', 'at', 'the', 'blub']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4024,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['a', 'bulb', 'creat', 'a', 'close', 'path', 'and', 'if', 'the', 'bulb', 'is', 'damag', 'so', 'is', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4025,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['it', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4026,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['i', 'am', 'not', 'sure']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4027,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'it', 'open', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4028,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['the', 'damag', 'bulb', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4029,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'it', 'creat', 'a', 'gap', 'in', 'the', 'circuit']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4030,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['a', 'damag', 'bulb', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4031,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['it', 'creat', 'a', 'gap', 'in', 'the', 'circuit']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4032,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'a', 'damag', 'bulb', 'has', 'a', 'gap']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4033,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'a', 'damag', 'bulb', 'will', 'have', 'a', 'gap']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4034,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'a', 'bulb', 'creat', 'electr']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4035,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'it', 'has', 'a', 'gap']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4036,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'the', 'path', 'is', 'no', 'longer', 'close']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4037,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['it', 'interupt', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4038,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['no', 'path', 'for', 'the', 'circuit']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4039,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['the', 'path', 'is', 'close']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4040,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['when', 'the', 'bulb', 'is', 'burn', 'out', 'there', 'is', 'no', 'path', 'through', 'the', 'bulb', 'holder']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4041,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['becaus', 'there', 'is', 'a', 'gap']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4042,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['it', 'make', 'an', 'open', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4043,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,['gap'],"['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
4044,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['it', 'creat', 'a', 'ga']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4045,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['damag', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4046,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['it', 'damag', 'the', 'path', 'between', 'bulb']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",1,1,
4047,"['whi', 'doe', 'a', 'damag', 'bulb', 'impact', 'a', 'circuit']",100,"['the', 'bulb', 'take', 'away', 'the', 'path']","['a', 'damag', 'bulb', 'creat', 'a', 'gap']",0,1,
